,avisoid,empresaid,avisofechapublicacion,avisovacante,mostrarsueldo,avisoexperiencia,expiracion,dias,avisorepublicacion,avisocargo,areanombre,actividadempresanombre,avisocuerpo,disponibilidadnombre,avisoduracioncont,avisolugartrabajo,gradoescolarnombre,situacionestudios,avisorequisitos,carreras,estado,endpagado_o_gratuito,nivelnombre,carreras_array,sueldoestimado,_merge,bucket1,bucket2,bucket3,bucket4,similars
87,207295.0,34236,2008-01-12,1.0,,,2008-01-26 00:00:00,14,0,Analistas de Patrimonio,Otra Área,Aeronaves / Astilleros,"<P>Las bases del proceso se encontrarán disponibles entre el 14 y el 18 de enero, ambas fechas inclusive, en el sitio Internet de la Tesorería General de la República:<BR><A href=""http://www.tesoreria.cl/"">http://www.tesoreria.cl/</A></P>  <P>Aviso publicado en cuerpo E, página 17.</P>",Jornada Completa,,,,Indiferente,• Sin requisitos espeficicos.,[Abogacía / Derecho / Leyes] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[86, 88]"
88,207296.0,34236,2008-01-12,1.0,,,2008-01-26 00:00:00,14,0,Técnicos/ Administrativos,Otra Área,Aeronaves / Astilleros,"<P>Las bases del proceso se encontrarán disponibles entre el 14 y el 18 de enero, ambas fechas inclusive, en el sitio Internet de la Tesorería General de la República:<BR><A href=""http://www.tesoreria.cl/"">http://www.tesoreria.cl/</A></P>  <P>Aviso publicado en cuerpo E, página 17.</P>",Jornada Completa,,,,Indiferente,• Sin requisitos espeficicos.,[Abogacía / Derecho / Leyes] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[86, 87]"
92,207643.0,36410,2008-01-14,1.0,0.0,3.0,2008-04-13 00:00:00,90,0,ENCARGADO DE MANTENCIÓN ELÉCTRICA / ELECTRÓNICA,Mantención,Banca / Financiera ,"Las funciones del cargo son las siguientes:     a) Programa, coordina, controla y ejecuta, cuando corresponde, el mantenimiento preventivo y correctivo de equipos eléctricos electrónicos asociados al gas de ciudad.          b) Programa, coordina, controla y ejecuta, cuando corresponde, el mantenimiento preventivo y correctivo de equipos eléctricos electrónicos asociados a la transmisión de datos de los nodos de gas natural.          c) Reemplaza a su Jefatura en su ausencia.          d) Liderar, controlar y coordinar equipos en emergencias ante daños de terceros en las instalaciones de transmisión de datos.          e) Ejecuta los trabajos a su cargo, optimizando el uso de recursos humanos de la organización, de contratistas, y materiales de que dispone.          f) Para los trabajos que se le han asignado, da el V°B° a los trabajos para generar el pago a contratistas.          g) Es responsable de mantener vigentes los certificados de calibración de los instrumentos patrones de calibración; del cumplimiento de las especificaciones técnicas y de control de calidad exigidas en los trabajos ejecutados; de apoyar a su Jefatura en el rediseño de los procesos implícitos en el cambio tecnológico; del cumplimiento de las normas y procedimientos internos y de seguridad, por parte del y de contratistas que trabajan para el área.          h) Debe encargarse de mantener un stock adecuado de repuestos para los equipos a su cargo.          i) Es responsable de mantener en óptimo estado de funcionamiento, los equipos y recursos físicos asignados a su equipo de trabajo.               j) Toma determinaciones en situaciones de mantenimiento y emergencias o las deriva a su jefatura cuando superan su rango de autonomía.          k) Debe conducir el vehículo a su cargo, para llegar a terreno a ejecutar el trabajo asignado, haciéndose responsable de estacionar el vehículo en lugares autorizados y cuidar del contenido del mismo.",Jornada Completa,,Santiago,Universitaria,Indiferente,"Se requiere contrar a 
   - Ingeniero de Ejecución Eléctrico
   Debe contar con Cursos de conducción:
   - Normas, leyes, reglamento del tránsito y reglamentos de seguridad vigentes.
   - Chofer licencia Clase B
   - Curso de Manejo a la Defensiva
   - Sicosensotécnico vigente
   
   Es deseable tener los siguientes cursos
   Cursos de seguridad:
   . Normas y reglamentos de seguridad vigentes
   . Uso de distintos tipos de detectores de gas
   . Uso de equipos y elementos de protección personal
   . Práctica en extinción de incendios.
   -Curso de Primeros Auxilios
   
   b) EXPERIENCIA : 
   - Manejo de computador al nivel de usuario.
   - Conocimientos de PLC
   - Conocimientos de electrónica industrial
   - Conocimientos de sistemas de control
   - Conocimientos de instrumentación",[Ingeniería en Electricidad] - ,Desactivo,Pagado,Nivel usuario,,700000.0,Matched (3),1,0,0,0,"[237, 318]"
94,207821.0,25555,2008-01-14,3.0,,,2008-01-28 00:00:00,14,0,Oficial de Servicios Marítimos,Otra Área,Aeronaves / Astilleros,"Concurso de admisión para ingresar como oficial de los servicios marítimos.<BR>Interesados enviar antecedentes a: Depto. Admisión, Dirección de Recursos Humanos, <STRONG>Casilla 242, Viña del Mar</STRONG> o entregar personalmente en:<STRONG>&nbsp; </STRONG>Dirección General del de la Armada, <STRONG>Av. Jorge Montt N°11.700, Las Salinas, Viña del Mar</STRONG>( indicando claramente código al que postula).  <P>Aviso publicado en cuerpo E, página 29</P>",Jornada Completa,,,,Indiferente,"Código 1903012008
• Se considererán solamente las postulaciones de aquillos profesionales que cumplan con todos los requisitos publicados en el sitio web www.armada.cl - ""Ingresa a la marina"", ""Concursos Actuales"".",,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[100, 101, 102, 161, 163, 164]"
95,207827.0,25555,2008-01-14,1.0,,,2008-01-28 00:00:00,14,0,Ingeniero Comercial,Otra Área,Aeronaves / Astilleros,"<P>Ingeniero comercial para desempeñarse en la Dirección de Sanidad de la Armada, Viña del Mar (Código&nbsp; 1904012008)<BR>Interesados enviar antecedentes a: Depto. Admisión, Dirección de Recursos Humanos, <STRONG>Casilla 242, Viña del Mar</STRONG> o entregar personalmente en: Dirección General del de la Armada,<STRONG>&nbsp; Av. Jorge Montt N°11.700, Las Salinas, Viña del Mar </STRONG>(indicando claramente código al que postula)</P>  <P>Aviso publicado en cuerpo E, página 29.</P>",Jornada Completa,,,,Indiferente,"•  Se considerarán solamente las postulaciones de aquellos profesionales que cumplan con todos los requisitos publicados en el sitio web www.armada.cl - ""Ingresa a la Marina"", ""Concursos Actuales""",,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[97, 100, 101, 102, 161, 163, 164]"
96,207829.0,25555,2008-01-14,1.0,,,2008-01-28 00:00:00,14,0,Constructor Naval,Otra Área,Aeronaves / Astilleros,"<P>Constructor Naval, para desempeñarse en la dirección de Ingeniería&nbsp;y Sistemas Navales de la Armada Valparaíso (Código&nbsp; 1574012007)<BR>Interesados enviar antecedentes a: Depto. Admisión, Dirección de Recursos Humanos, <STRONG>Casilla 242, Viña del Mar</STRONG> o entregar personalmente en: Dirección General del de la Armada,<STRONG>&nbsp; Av. Jorge Montt N°11.700, Las Salinas, Viña del Mar </STRONG>(indicando claramente código al que postula)</P>  <P>Aviso publicado en cuerpo E, página 29.</P>",Jornada Completa,,,,Indiferente,"•  Se considerarán solamente las postulaciones de aquellos profesionales que cumplan con todos los requisitos publicados en el sitio web www.armada.cl - ""Ingresa a la Marina"", ""Concursos Actuales""",,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,[97]
97,207830.0,25555,2008-01-14,1.0,,,2008-01-28 00:00:00,14,0,Contador Auditor,Otra Área,Aeronaves / Astilleros,"<P>Contador Auditor, para desempeñarse en la dirección General de Finanzas de la Armada Valparaíso (Código&nbsp; 1906012008)<BR>Interesados enviar antecedentes a: Depto. Admisión, Dirección de Recursos Humanos, <STRONG>Casilla 242, Viña del Mar</STRONG> o entregar personalmente en: Dirección General del de la Armada,<STRONG>&nbsp; Av. Jorge Montt N°11.700, Las Salinas, Viña del Mar </STRONG>(indicando claramente código al que postula)</P>  <P>Aviso publicado en cuerpo E, página 29.</P>",Jornada Completa,,,,Indiferente,"•  Se considerarán solamente las postulaciones de aquellos profesionales que cumplan con todos los requisitos publicados en el sitio web www.armada.cl - ""Ingresa a la Marina"", ""Concursos Actuales""",,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[95, 96]"
100,207993.0,25555,2008-01-14,4.0,,,2008-01-28 00:00:00,14,0,Médicos Cirujanos,Otra Área,Aeronaves / Astilleros,"<P>Interesados enviar antecedentes a: Depto. Admisión, Dirección de Recursos Humanos,<STRONG> Casilla 242, Viña del Mar</STRONG> o entregar personalmente en: Dirección General del de la Armada, <STRONG>Av. Jorge Montt N°11.700, Las Salinas, Viña del Mar</STRONG> (indicando claramente código al que postula.</P>  <P>Aviso publicado en cuerpo A, página 25.</P>",Jornada Completa,,,,Indiferente,"Código 1901012008
•  Se considerarán solamente las postulaciones de aquellos profesionales qeu cumplan con todos los requisitos publicaos en el sitio web www.armada.cl - ""Ingresa a la Marina"", ""Concursos Actuales"".",[Odontología] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[94, 95, 101, 102, 161, 163, 164]"
101,207995.0,25555,2008-01-14,1.0,,,2008-01-28 00:00:00,14,0,Cirujano Dentista,Otra Área,Aeronaves / Astilleros,"<P>Interesados enviar antecedentes a: Depto. Admisión, Dirección de Recursos Humanos,<STRONG> Casilla 242, Viña del Mar</STRONG> o entregar personalmente en: Dirección General del de la Armada, <STRONG>Av. Jorge Montt N°11.700, Las Salinas, Viña del Mar</STRONG> (indicando claramente código al que postula.</P>  <P>Aviso publicado en cuerpo A, página 25.</P>",Jornada Completa,,,,Indiferente,"Código 19020122008
•  Se considerarán solamente las postulaciones de aquellos profesionales que cumplan con todos los requisitos publicaos en el sitio web www.armada.cl - ""Ingresa a la Marina"", ""Concursos Actuales"".",[Odontología] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[94, 95, 100, 102, 161, 163, 164]"
102,207996.0,25555,2008-01-14,1.0,,,2008-01-28 00:00:00,14,0,Cirujano Dentista,Otra Área,Aeronaves / Astilleros,"<P>Interesados enviar antecedentes a: Depto. Admisión, Dirección de Recursos Humanos,<STRONG> Casilla 242, Viña del Mar</STRONG> o entregar personalmente en: Dirección General del de la Armada, <STRONG>Av. Jorge Montt N°11.700, Las Salinas, Viña del Mar</STRONG> (indicando claramente código al que postula.</P>  <P>Aviso publicado en cuerpo A, página 25.</P>",Jornada Completa,,,,Indiferente,"Código 19020122008
•  Se considerarán solamente las postulaciones de aquellos profesionales que cumplan con todos los requisitos publicaos en el sitio web www.armada.cl - ""Ingresa a la Marina"", ""Concursos Actuales"".",[Odontología] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[94, 95, 100, 101, 161, 163, 164]"
105,208421.0,44477,2008-01-15,1.0,0.0,1.0,2008-04-14 00:00:00,90,0,Muestreador de Aguas Residuales y Lodo.,Otra Área,Aeronaves / Astilleros,"Importante empresa del rubro sanitario requiere contratar técnico o profesional para desempeñase en el cargo de Muestreador de Aguas Residuales y Lodo.    PRINCIPALES FUNCIONES:    -Efectuar recolección, preservación y transporte de muestras de aguas, realizando determinación de parámetros físico-químicos en terreno, de acuerdo, a las exigencias del sistema de aseguramiento de calidad.",Jornada Completa,,Santiago,Técnico profesional superior,Indiferente,"- Deseable experiencia en muestreo de aguas.
- Manejo de equipos automáticos y medidores de caudal.
- Manejo computación nivel usuario. 
- Licencia clase B al día.",[Técnico en Medio Ambiente] - ,Desactivo,Pagado,Nivel usuario,,333000.0,Matched (3),1,0,0,0,"[268, 690, 780, 1026, 1101, 1357, 1424, 1496, 1623, 1765, 1938, 2147, 2239, 2365]"
106,208595.0,26279,2008-01-16,1.0,1.0,2.0,2008-04-15 00:00:00,90,0,Mecanico en Mantencion,Mantención,Defensa,"Empresa de refrigeración industrial requiere contratar a un MECÁNICO EN MANTENCIÓN para trabajar en las instalaciones de uno de sus clientes del rubro de alimentos. La sede del cargo es La Pintana, Santiago. La persona debe contar con estudios de Refrigeración Industrial de Instituto Técnico Profesional o Liceo Técnico, poseer entre 2 a 3 años de experiencia en puestos relacionados con la mantención en refrigeración (sistema freon), de preferencia en empresas del  rubro alimenticio.  Jornada: Lunes a Sábado L a V: 9:00 hrs. a 18:00 hrs. S: 9:00 hrs. a 13:00 hrs.  Remuneración liquida: 350000, mas colación. Lego de 6 meses la persona pasa a recibir bonos por márgenes comerciales.  Interesados mandar currículo vital a: mecanicomantencion.ah@gmail.com",Jornada Completa,,La pintana,Técnico profesional superior,Indiferente,2 años de experiencia en área de mantención en refrigeración específicamente.,[Técnico en Refrigeración] - ,Desactivo,Gratuito,Nivel usuario,,350000.0,Matched (3),1,0,0,0,"[120, 239, 352, 403]"
107,208646.0,19419,2008-01-17,1.0,0.0,,2008-04-16 00:00:00,90,0,Consultor técnico,Informática,Agrícola / Ganadera,"Empresa Multinacional de software busca Analista de Sistemas, responsable de entregar soporte técnico de alta especialización a importantes clientes respecto de los sistemas que se comercializan en la empresa. Asimismo será encargado de administrar los sistemas informáticos de la empresa y apoyar en sus operaciones generales.    Buscamos un profesional proactivo, responsable, orientado a la excelencia, el servicio y atención al cliente; con excelentes habilidades comunicacionales, y capacidad para trabajar en equipo. Debe ser creativo y contar con una alta capacidad analítica en un contexto de resolución de problemas.    Se ofrece, estabilidad, proyecciones futuras, estar inmerso en un entorno de constante aprendizaje y muy buen clima laboral en una empresa líder en Inteligencia de Negocios.",Jornada Completa,,"Santiago, Providencia",Universitaria,Indiferente,"Se requiere experiencia comprobable en esas funciones, principalmente en administración de Windows 2003 Server, integración con Active Directory, SQL 2000/2005. Debe tener amplio dominio de lenguaje Transact SQL y conocimientos estadísticos y de programación .NET y/o Python. Necesita tener conocimientos de inglés técnico(lectura)",[Ingeniería en Informática / Sistemas] - ,Desactivo,Gratuito,Nivel profesional,,800000.0,Matched (3),1,0,0,0,"[110, 111]"
108,208649.0,5895,2008-01-16,1.0,0.0,,2008-04-15 00:00:00,90,0,GERENTE DE PLANTA,Producción y Manufactura,Científica,"NUESTRO CLIENTE, empresa productiva de tamaño mediano de la industria del plástico, requiere incorporar a un ejecutivo calificado para asumir la responsabilidad integral por la gestión de la planta productiva, reportando directamente al Gerente General. La sede del cargo es en los alrededores de la ciudad de Santiago.    EL CARGO REQUIERE de un Ingeniero Industrial, Mecánico o equivalente, con una experiencia laboral mínima de cinco años en cargos similares, idealmente en empresas productivas del sector industrial del plástico. El cargo involucra la responsabilidad por la administración de los procesos productivos, por la supervisión directa de los equipos de trabajo, así como por la planificación, programación y control de la producción y optimización de los procedimientos internos.    Orientamos nuestra búsqueda a un profesional con alta capacidad de gestión, liderazgo, autonomía y capacidad para establecer relaciones positivas y de confianza a todo nivel.    SE OFRECE la posibilidad de asumir una posición de responsabilidad en la empresa junto a un nivel de compensaciones y beneficios acorde a las características del cargo.    SURLATINA CONSULTORES invita a los profesionales interesados que cumplan con los requisitos del cargo a enviar sus antecedentes actualizados, señalando en forma clara y específica sus pretensiones de renta al correo electrónico seleccion@surlatina.cl indicando en el asunto la palabra GERPLAN 200. Se garantiza reserva y confidencialidad.",Jornada Completa,,En los alrededores de Santiago,Universitaria,Indiferente,"NUESTRO CLIENTE, empresa productiva de tamaño mediano de la industria del plástico, requiere incorporar a un ejecutivo calificado para asumir la responsabilidad integral por la gestión de la planta productiva, reportando directamente al Gerente General. La sede del cargo es en los alrededores de la ciudad de Santiago.

EL CARGO REQUIERE de un Ingeniero Industrial, Mecánico o equivalente, con una experiencia laboral mínima de cinco años en cargos similares, idealmente en empresas productivas del sector industrial del plástico. El cargo involucra la responsabilidad por la administración de los procesos productivos, por la supervisión directa de los equipos de trabajo, así como por la planificación, programación y control de la producción y optimización de los procedimientos internos.

Orientamos nuestra búsqueda a un profesional con alta capacidad de gestión, liderazgo, autonomía y capacidad para establecer relaciones positivas y de confianza a todo nivel.

SE OFRECE la posibilidad de asumir una posición de responsabilidad en la empresa junto a un nivel de compensaciones y beneficios acorde a las características del cargo.

SURLATINA CONSULTORES invita a los profesionales interesados que cumplan con los requisitos del cargo a enviar sus antecedentes actualizados, señalando en forma clara y específica sus pretensiones de renta al correo electrónico seleccion@surlatina.cl indicando en el asunto la palabra GERPLAN 200. Se garantiza reserva y confidencialidad.",[Ingeniería Mecánica] - ,Desactivo,Gratuito,Nivel profesional,,0.0,Matched (3),2,0,0,0,"[168, 171]"
