,avisoid,empresaid,avisofechapublicacion,avisovacante,mostrarsueldo,avisoexperiencia,expiracion,dias,avisorepublicacion,avisocargo,areanombre,actividadempresanombre,avisocuerpo,disponibilidadnombre,avisoduracioncont,avisolugartrabajo,gradoescolarnombre,situacionestudios,avisorequisitos,carreras,estado,endpagado_o_gratuito,nivelnombre,carreras_array,sueldoestimado,_merge,bucket1,bucket2,bucket3,bucket4,similars
103,515275.0,36916,2010-01-04,2.0,,,2010-01-18 00:00:00,14,0,Oficial de los Servicios,Otra Área,Aeronaves / Astilleros,"Interesados enviar antecedentes a: Depto. Admisión, Dirección de Recursos Humanos, Casilla 242, Viña del Mar o entregar personalmente en: Dirección General del Personal de la Armada, Av. Jorge Montt N° 11.700, LAs Salinas, Viña del Mar. ",Jornada Completa,,,,,"Código 20100202
• Cirujanos Dentistas
Se considerarán solamente las postulaciones de aquellos profesionales que cumplan con todos los requisitos publicado en el sitio Web www.armada.cl - ""Ingresa a la Armada"", ""Concursos Actuales"".",[Odontología] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[102, 104]"
104,515278.0,36916,2010-01-04,1.0,,,2010-01-18 00:00:00,14,0,Empleado a Contrata,Otra Área,Aeronaves / Astilleros,"Interesados enviar antecedentes a: Depto. Admisión, Dirección de Recursos Humanos, Casilla 242, Viña del Mar o entregar personalmente en: Dirección General del Personal de la Armada, Av. Jorge Montt N° 11.700, LAs Salinas, Viña del Mar. ",Jornada Completa,,,,,"Código 20100301
• Ingeniero Civil
Se considerarán solamente las postulaciones de aquellos profesionales que cumplan con todos los requisitos publicado en el sitio Web www.armada.cl - ""Ingresa a la Armada"", ""Concursos Actuales"".",[Odontología] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[102, 103]"
105,515303.0,36916,2010-01-04,1.0,,,2010-01-18 00:00:00,14,0,Actuariado Matemática,Otra Área,Aeronaves / Astilleros,"<P>Mayor información se encontrará disponible en el sitio web <A href=""http://www.svs.cl"">www.svs.cl</A> (SVS Contrata personal)</P>
<P>Aviso publicado en cuerpo C, página 3</P>",Jornada Completa,,,,,Sin requisitos especiales.,,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[196, 467, 548, 650, 867, 868, 869, 1081, 1857]"
108,515511.0,598500,2010-01-04,1.0,1.0,3.0,2010-02-03 00:00:00,30,0,Prevencionista Riesgo Santiago,Operaciones,Aeronaves / Astilleros,"Importante empresa requiere prevencionista de riesgo para Santiago, deberá Asesorar y apoyar las actividades  de  prevención de riesgos en la Empresa, Planificar, Organizar,  Asesorar,  Ejecutar,  Supervisar  y  Promover  acciones permanentes para evitar accidentes del trabajo  y  enfermedades Profesionales. Deberá  realizar reconocimientos y evaluación de riesgos de accidentes y enfermedades profesionales, control de riesgos en el ambiente o medios de trabajo, acción educativa de prevención de riesgosy promoción de la capacitación y adiestramiento de los trabajadores, registro de información y evaluación estadistica de resultados, asesoramiento técnico a los comités paritarios, supervisores y línea de administración técnica. Requisitos: 3 años de experiencia, conocimientos de PEC Mutual, registro de la seremi de Salud, sueldo liquido $600.000, estudios prevención de riesgo
",Jornada Completa,indefinido,Santiago,Universitaria,Graduado,"requiere prevencionista de riesgo para Santiago, Requisitos: 3 años de experiencia, conocimientos de PEC Mutual, registro de la seremi de Salud, sueldo liquido $600.000, estudios prevención de riesgo
",[Prevención de Riesgos / Seguridad Industrial ] - ,Desactivo,Pagado,Nivel usuario,,600000.0,Matched (3),0,0,1,0,[110]
110,515518.0,598500,2010-01-08,1.0,1.0,3.0,2010-03-09 00:00:00,60,1,Prevencionista Riesgo Antofagasta,Operaciones,Aeronaves / Astilleros,"Importante empresa requiere prevencionista de riesgo para Antofagasta, deberá Asesorar y apoyar las actividades de prevención de riesgos en la Empresa, Planificar, Organizar, Asesorar, Ejecutar, Supervisar y Promover acciones permanentes para evitar accidentes del trabajo y enfermedades Profesionales. Deberá realizar reconocimientos y evaluación de riesgos de accidentes y enfermedades profesionales, control de riesgos en el ambiente o medios de trabajo, acción educativa de prevención de riesgosy promoción de la capacitación y adiestramiento de los trabajadores, registro de información y evaluación estadistica de resultados, asesoramiento técnico a los comités paritarios, supervisores y línea de administración técnica. Requisitos: 3 años de experiencia, conocimientos de PEC Mutual, registro de la seremi de Salud, sueldo liquido $600.000, estudios prevención de riesgo
",Jornada Completa,Indefinido,Antofagasta,Universitaria,Graduado,"requiere prevencionista de riesgo para Santiago, Requisitos: 3 años de experiencia, conocimientos de PEC Mutual, registro de la seremi de Salud, sueldo liquido $600.000, estudios prevención de riesgo
",[Prevención de Riesgos / Seguridad Industrial ] - ,Desactivo,Pagado,Nivel usuario,,600000.0,Matched (3),0,0,1,0,[108]
112,515554.0,607513,2010-01-12,3.0,1.0,1.0,2010-03-13 00:00:00,60,2,Ejecutivo de Call Center con Idioma Ingles,Servicio al Cliente,Arquitectura / Diseño / Decoración,"Importante Enpresa de Servicios requiere para su Plataforma de Asistencia ´´Ejecutivos Bilingues´´ para atender a nuestros clientes a partir de nuestro Servicio de Asistencia en Viajes.

Por ello se requieren personas con alta orientación al cliente, proactivas, con ganas de aprender y de incorporarse a una empresa sólida y estable.",Por Turnos,Plazo Fijo y luego Indefinido,Las Condes,Técnico medio/ colegio técnico,Egresado,"- Manejo avanzado idioma inglés
- De 1 a 2 años de experiencia en cargos similares (con aplicación de idioma inglés) en servicio al cliente, idealmente en call center
- Disponibilidad para trabajar por turnos",[Traducción / Intérprete] - ,Desactivo,Pagado,Nivel usuario,,250000.0,Matched (3),1,0,0,0,[118]
115,515698.0,596429,2010-01-04,2.0,1.0,0.0,2010-02-03 00:00:00,30,0,Analista de sistemas,Otra Área,Aeronaves / Astilleros,"Empresa multinacional con 10 años de operaciones en Chile,ofrece oportunidad de integrarse a su equipo de trabajo, con horarios flexibles capacitaciones gratuitas y posibilidad de trabajar desde casa.
Altos ingresos.
",Part Time,indefinido,Chile,Técnico profesional superior,Indiferente,Personas proactivas,[Análisis de Sistemas / Analista Programador] - ,Desactivo,Gratuito,Nivel usuario,,1000000.0,Matched (3),0,1,0,0,"[91, 92, 116]"
116,515700.0,596429,2010-01-04,3.0,1.0,0.0,2010-02-03 00:00:00,30,0,Ejecutivos(as) de ventas,Otra Área,Automotriz ,"Empresa multinacional con 10 años de operaciones en Chile,ofrece oportunidad de integrarse a su equipo de trabajo, con horarios flexibles capacitaciones gratuitas y posibilidad de trabajar desde casa.
Altos ingresos.
",Part Time,indefinido,Chile,Técnico profesional superior,Indiferente,personas proactivas,[Venta y Publicidad] - ,Desactivo,Gratuito,Nivel usuario,,100000.0,Matched (3),0,1,0,0,"[91, 92, 115]"
118,515854.0,607513,2010-01-05,3.0,1.0,1.0,2010-04-05 00:00:00,90,0,Ejecutivo de Call Center con Idioma Ingles,Servicio al Cliente,Arquitectura / Diseño / Decoración,"Importante Enpresa de Servicios requiere para su Plataforma de Asistencia ´´Ejecutivos Bilingues´´ para atender a nuestros clientes a partir de nuestro Servicio de Asistencia en Viajes.

Por ello se requieren personas con alta orientación al cliente, proactivas, con ganas de aprender y de incorporarse a una empresa sólida y estable.",Por Turnos,Plazo Fijo y luego Indefinido,Las Condes,Técnico medio/ colegio técnico,Egresado,"- Manejo avanzado idioma inglés
- De 1 a 2 años de experiencia en cargos similares (con aplicación de idioma inglés) en servicio al cliente, idealmente en call center
- Disponibilidad para trabajar por turnos",[Traducción / Intérprete] - ,Desactivo,Pagado,Nivel usuario,,250000.0,Matched (3),1,0,0,0,[112]
121,516082.0,36633,2010-01-05,1.0,0.0,3.0,2010-02-04 00:00:00,30,0,Encargado de Licitaciones,Compras,Química,"Masisa Chile requiere Encargado de Licitaciones Junior para apoyar el área de abastecimiento durante el proyecto de montaje y construcción de una planta en Cabrero. El cargo ejercerá sus funciones tanto en la planta de Cabero como en la planta ubicada camino a Coronel de acuerdo a los requerimientos. 
La principal responsabilidad del puesto será  generar procesos de licitación para el proyesto, desde su inicio hasta el  cierre de los contratos, logrando en este proceso ahorros de recursos para Masisa a través de negociaciones efectivas con cada contratista.",Jornada Completa,Indefinido,Planta Mapal - Planta Cabrero,Universitaria,Indiferente,"Conocimientos: 
• Conocimientos generales en aspectos legales y laborales
• Conocimientos técnicos generales de los distintos servicios a contratar. Principalmente de las áreas mecánica, obras civiles y eléctrica.
• Manejo Office nivel Avanzado, inglés deseable. Conocimientos SAP.
• Conocimientos generales en aspectos legales relacionados con el proceso.
• Conocimiento de técnicas de negociación.
 
Experiencias y Estudios:  
• Ingeniero ejecución mecánico / industrial / eléctrico.
• 3 años de experiencia laboral, deseable al menos un año en licitaciones.
",[Ingeniería Mecánica] - ,Desactivo,Pagado,Nivel usuario avanzado,,700000.0,Matched (3),1,0,0,0,[122]
122,516090.0,36633,2010-01-05,1.0,0.0,2.0,2010-04-05 00:00:00,90,0,Encargado de Licitaciones,Compras,Química,"Masisa Chile requiere Encargado de Licitaciones Junior para apoyar el área de abastecimiento durante el proyecto de montaje y construcción de una planta en Cabrero. El cargo ejercerá sus funciones tanto en la planta de Cabero como en la planta ubicada camino a Coronel de acuerdo a los requerimientos. 
La principal responsabilidad del puesto será  generar procesos de licitación para el proyesto, desde su inicio hasta el  cierre de los contratos, logrando en este proceso ahorros de recursos para Masisa a través de negociaciones efectivas con cada contratista.",Jornada Completa,13 a 16 meses,Planta Mapal - Planta Cabrero,Universitaria,Graduado,"Conocimientos: 
• Conocimientos generales en aspectos legales y laborales
• Conocimientos técnicos generales de los distintos servicios a contratar. Principalmente de las áreas mecánica, obras civiles y eléctrica.
• Manejo Office nivel Avanzado, inglés deseable. Conocimientos SAP.
• Conocimientos generales en aspectos legales relacionados con el proceso.
• Conocimiento de técnicas de negociación.
 
Experiencias y Estudios:  
• Ingeniero ejecución mecánico / industrial / eléctrico.
• 2 años de experiencia laboral, deseable al menos un año en licitaciones.
",[Ingeniería Mecánica] - ,Desactivo,Pagado,Nivel usuario,,700000.0,Matched (3),1,0,0,0,[121]
126,516325.0,567563,2010-01-06,3.0,1.0,0.0,2010-02-04 00:00:00,29,0,Ejecutivo de cuentas corporativas,Tecnologías de Información,Publicidad / Marketing / RRPP ,"Compañía líder en tecnología y principal canal corporativo de Hewlett Packard (HP) Cisco y Microsoft, requiere incorporar equipo de jóvenes talentosos y de excelente presentación personal, con interés en desarrollarse como consultores de negocio en el área de ventas.
FUNCIONES:
- Generación de nuevos contactos
- Coordinación de reuniones con potenciales clientes, presentación de soluciones y ventas consultivas
- Detectar oportunidades de negocios
- Fidelizar cuentas existentes
- Informes de resultados y cumplimiento de objetivos
COMPETENCIAS:
• Alta disposición a aprender e investigar
• Capacidad de planificación y organización
• Habilidad analítica
• Dinamismo y proactividad
• Adaptación al trabajo bajo presión
• Amplia vocación de servicio y orientación al cliente
Excelente  nivel de comunicación escrito y oral
BENEFICIOS:
Posibilidades de integrarse a una sólida organización en crecimiento.
Capacitación permanente y posibilidades de hacer línea de carrera en la organización en base a resultados demostrados.
Sueldo: Según experiencia y potencial. Beneficios de ley.

Con o sin experiencia / Masculino o femenino.
",Jornada Completa,Indeterminado,Lima,Universitario,En curso,También puede ser egresado o técnico.,,Desactivo,Gratuito,Nivel usuario,,1500.0,Matched (3),0,0,1,0,"[609, 904, 1271]"
127,516375.0,600609,2010-01-05,4.0,1.0,0.0,2010-02-04 00:00:00,30,0,Ejecutivos(as) de ventas y lideres de grupo,Otra Área,Automotriz ,"Empresa multinacional con 13 años de operaciones en Chile,ofrece oportunidad de integrarse a su equipo de trabajo, con horarios flexibles capacitaciones gratuitas y posibilidad de trabajar desde casa.
Sea su propio jefe.
Altos ingresos.
Solicite reunión a info@servimundo.com",Part Time,indefinido,Chile,Técnico profesional superior,Indiferente,Personas serias,[Secretariado Bilingue] - ,Desactivo,Gratuito,Nivel usuario,,1000000.0,Matched (3),0,1,0,0,[83]
129,516449.0,2296,2010-01-06,1.0,1.0,6.0,2010-02-05 00:00:00,30,0,Jefe(a) de Contabilidad,Contabilidad,Biotecnologia,"Nuestro cliente, empresa de servicios internacional, requiere Jefe(a) de Contabilidad, será responsable de realizar y supervisar labores contables generales propias del área, tales como:  balances mensuales, impuestos, contabilizaciones, etc., velando por el cumplimiento de las actividades asociadas y de las obligaciones existentes.",Jornada Completa,Indefinido,Santiago,Universitaria,Graduado,"Formación superior de:  Contador Auditor (titulado).  Conocimientos y experiencia en algun sistema ERP world class y conocimientos actualizados en:  generación de Balances (proceso integral de Contabilidad) y en el área Tributaria (Renta, IVA,, etc.).  Orientado(a) al objetivo.  Analítico(a) para relativizar y comparar datos de diferentes fuentes; identificar problemas; conseguir la información pertinente.  Versátil y flexible para adaptarse rápidamente a situaciones cambiantes y prioritarias; capacidad para dar respuesta a las necesidades de los demás; voluntad en experimentar nuevos enfoques.  Atención a los detalles en la realización completa de tareas a través de la preocupación por todas las áreas involucradas.  Iniciativa en la disposición para llevar a cabo acciones de manera oportuna y por motivación propia, en vez de aceptar o esperar pasivamente el curso de eventos generados por segundas o terceras personas.  Compromiso con los objetivos de la organización y los de su propio cargo.  Liderazgo para influir de manera significativa en sus subordinados.  Gestión, en el establecimiento de métodos para supervisar y regular los procesos, tareas o actividades de los subordinados y actividades laborales.  Mínimo 6 años en cargos de Contador General, Subcontador o Jefe de Contabilidad.  Experiencia en el proceso integral de Contabilidad, cierres de estados Financieros y contraparte de auditorias externas.  (Deseable en área Educación).",[Contador Auditor] - ,Desactivo,Pagado,Nivel usuario avanzado,,1500000.0,Matched (3),1,0,0,0,[4734]
