,aviso,classification
14869,"VENDEDOR ASISTENTE - GRAN AVENIDA Empresa de retail busca incorporar a un VENDEDOR ASISTENTE, TERCER AL MANDO para GRAN AVENIDA <br /><br />Buscamos una persona capaz de entregar un excelente servicio al cliente.<br /><br />Debe contar con experiencia previa en la industria del retail, con conocimientos en  técnicas de venta.<br /><br />FUNCIONES:<br /><br />+ Prestar apoyo al subjefe de tienda en temas administrativos, de ventas y dotación.<br />+ Asistir a los clientes cumpliendo los estándares de venta.<br />+ Gestionar el cobro de la venta<br />+ Reponer y ordenar productos<br />+ Mantener el orden y limpieza de la tienda.<br />+ Velar por el cuidado de los productos presentes en la tienda.<br />+ Realizar labores administrativas atingentes a la tienda<br /><br />Requisitos:<br /><br />+ Disponibilidad para trabajar en jornada de 45 horas semanales, distribuidas de LUNES a DOMINGO en turnos con modalidad de 5x2. (Horarios rotativos)<br />+  Experiencia previa de al menos 1 año en venta presencial en retail, idealmente en departamentos de calzado, vestuario.<br />+ Tener motivación para aprender de temas administrativos<br />+ Educación Media Completa.<br /><br /> SI QUIERES SER PARTE DE NUESTRA EMPRESA, POSTULA CON NOSOTROS!!! Jornada Completa Mínimo 1 año en experiencia de venta en Retail<br />Enseñanza Media Completa SAN MIGUEL",Not WFH
14871,Mecánico de Equipo Pesado Conocimientos de Mecánica en Equipo Pesado. Práctica Profesional Técnico Nivel Superior ,Not WFH
14872,"URGENTE - Asistente Jefe de Producción SE REQUIERE ASISTENTE PARA EL AREA DE PRODUCCCION DE IMPORTANTE EMPRESA METALURGICA, CON EXPERIENCIA EN MANEJO DE PERSONAL. Jornada Completa - Estar egresado y/o titulado de su carrera.
 San Bernardo",Not WFH
14873,"ANALISTA CONTABLE Se necesita analista contable, con conocimientos de sistemas de Gestion Contable (Agrosoft, Sofland o similar). Experiencia en preparacion de analisis de cuentas,estados financieros, conciliaciones bancarias, declaracion de impuestos mensuales, control y manejo de proveedores. Jornada Completa Manejo de Office medio - avanzado.
Experiencia en emision de informes.
 Independencia",Not WFH
14874,"Ingeniero Big Data con inglés avanzado Job Description:<br />Define technical scope and objectives through research and participation in requirements-gathering and definition of processes<br />-          Ingest and Process data from various sources in raw, structured, semi-structured, and unstructured format into Big Data ecosystem<br />-          Real time data feed processing using Big Data ecosystem<br />-          Design, review, implement and optimize data transformation processes in Big Data ecosystem<br />-          Test and prototype new data integration tools, techniques and methodologies<br />-          Participate in overall test planning for the application integrations, functional areas and projects.<br />-          Work with cross functional teams in an Agile/Scrum environment to ensure a quality product is delivered Jornada Completa Technical Skills:<br />    - 3-5 years of hands-on experience with enterprise scale applications and systems<br />    - 2+ Year of expertise in Big Data technologies in Hadoop ecosystem<br />o   Hive, HDFS, MapReduce, Yarn, Kafka, Pig, Oozie, HBase, Sqoop, Spark, etc.<br />o   Hadoop distributions like Cloudera (preferred)<br />      - Extensive development experience in Java specifically in Spring Framework and related technologies (Springboot, SpringData, SpringCloud, SpringSecurity etc...)<br />      - Experience with Scala is highly desirable<br />-  Strong understanding of data analytics and data visualization<br />- Experience with Python and Ruby is a plus<br />- Excellent analytical and problem solving skills<br /> - Excellent one-on-one communication and presentation skills, specifically able to convey technical information in a clear and unambiguous manner<br />-   Working knowledge of Linux operating system<br /><br />Qualifications:<br />-          Technically focused Bachelor’s degree in Computer Science, Engineering, Math, etc.<br />-          Master Degree is a plus Huechuraba",WFH
14876,"Administrativo Gestión Documental - 4024 Empresa de Ingeniería requiere ADMINISTRATIVO GESTIÓN DOCUMENTAL para importante proyecto en etapa de licitación correspondiente a ""Servicio de Profesionales de Asistencia Técnica, Programación y Control Documental"" para empresa del rubro de minería.<br /><br />Perfil Profesional:<br /><br />* Técnico Industrial con mínimo 4 años de experiencia general y al menos 3 años de experiencia especifica en el cargo.<br /><br />TURNO 4X3<br /><br />REQUISITO IMPORTANTE (no Excluyente) PROFESIONAL DEBEN ESTAR TRABAJANDO O HABER TRABAJADO RECIENTEMENTE EN EL PROYECTO CASERONES Y QUE TENGAN CONOCIMIENTO DEL MISMO Por Turnos * Técnico Industrial con mínimo 4 años de experiencia general y al menos 3 años de experiencia especifica en el cargo.<br /><br />Experiencia en:<br /><br /> Documentación Técnica y administrativa de los contratos, actualización de la información, entrega de documentación a empresa mandante. Copiapó",WFH
14877,"agente de locales asistente de venta,para tienda como en terreno para productos premiun Jornada Completa buen carater, dinamico,y con ganas de superación las condes y la dehesa",Not WFH
14878,"BODEGUERO CON EXPERIENCIA PARA CENTRO DE DISTRIBUCIÓN - PUDAHUEL Para nuestro cliente, importante empresa del rubro Automotriz, para planta ubicada en PUDAHUEL (Sector El Noviciado), buscamos para incorporar a su equipo BODEGUEROS para su centro de distribución, que idealmente cuente con experiencia en el cargo, licencia Clase D (Deseable), que maneje sistemas de radiofrecuencia y que idealmente hubiera trabajado en altura.<br /><br />Se busca un perfil que cuente con disponibilidad y disposición para trabajar en las diferentes tareas del área, lo que incluye: <br /><br />-Realizar almacenamiento de productos mediante Sort y Put Away, de manera eficiente y ordenada.<br />-Realizar el desarme de los desechos existentes en el proceso de desarme de cajones<br />-Realizar Picking de materiales y según la planificación de su supervisor<br />-Embalaje de materiales según zona de despacho<br />-Realizar entrega de Bultos a transporte y separación de materiales<br />-Movimientos y traslado de materiales en el interior del Centro de Distribución de Repuestos<br />-Control de Stock de almacén, según inventarios cíclicos que estén planificados por su jefatura y supervisor<br />-Realizar auditorías Kaizen y desarrollo de mejora continua<br />-Otras actividades relacionadas con el cargo<br /><br />Requisitos Excluyentes para el cargo:<br />-Experiencia en el área de bodega (picking, packing, carga, descarga, etc) de mínimo 1 año<br />-Manejo de sistemas de Radio Frecuencia<br />-Experiencia en funciones similares a las indicadas<br />-Licencia Clase D (Deseable)<br />-Experiencia en manejo de grúa (deseable)<br />-Experiencia en trabajos en altura (deseable)<br /><br />Se ofrece:<br />Horario de Lunes a Jueves de 08:00 a 18:00Hrs Viernes de 8:00 am a 16:00horas<br />Renta de $440.000 líquidos aproximadamente.<br />Beneficios:<br />-Almuerzo otorgado por la empresa<br />-Bus de acercamiento desde metro Pajaritos o Las rejas (No aplicable en entrevista y 1er día de trabajo)<br /><br />El contrato será de forma inicial por empresa externa, sin embargo, existen posibilidades de ingreso interno de acuerdo a desempeño.<br /><br />Si Cumples con los requisitos del cargo, te invitamos a postular y ser parte de una gran empresa!<br /><br />Las personas pre-seleccionadas serán citadas a entrevistas con su Certificado de Antecedentes, hoja de vida del conductor y su certificado de enseñanza media, por lo cual, debe contar con la disposición para presentarse con estos documentos. Jornada Completa -Experiencia en el área de bodega de mínimo 1 año<br />-Manejo de sistemas de Radio Frecuencia<br />-Experiencia en funciones similares a las indicadas<br />-Licencia Clase D (Deseable)<br />-Experiencia en manejo de grúa (deseable)<br />-Estado de salud compatible con trabajo en altura, verificable con examen preocupacional. Idealmente con experiencia realizando trabajos en altura (deseable) sector noviciado",Not WFH
14879,"Ingeniero Especialidad Eléctrica Metro de Santiago se encuentra en búsqueda de titulado de Ingeniería Civil Eléctrica para ocupar el cargo de Ingeniero Especialidad. Se requiere experiencia de al menos 3 años en el desarrollo de ingenierías para proyectos industriales, idealmente ferroviarios, en baja y media tensión.<br />Deberá desarrollar y validar soluciones de ingenierías conceptuales, básicas y de detalle en proyectos de Metro, en las especialidades de energía y en sistemas electromecánicos, a través de soluciones y especificaciones acordes a la estrategia y estándares de Metro, recogiendo los requerimientos de las áreas clientes, y buscando funcionalidad, confiabilidad e innovación, calidad y eficiencia en los plazos.<br />Funciones<br />- Desarrollar soluciones de ingenierías asociadas a las especialidades de energía y equipos electromecánicos, para asegurar el cumplimiento de los requerimientos técnicos solicitados, enmarcándose además en los tiempos dados por el proyecto.<br />- Revisar y aprobar/rechazar las ingenierías desarrolladas por el(los) contratista(s) en los plazos establecidos.<br />- Asegurar que los requerimientos levantados por otras áreas afines tales como Mantenimiento y Operaciones, sean considerados y analizados.<br />- Apoyar en la ejecución de los trabajos, desde el punto de vista de ingeniería, respondiendo a consultas o solicitudes de modificación, que sean necesarias para avanzar en desarrollo del proyecto.<br />- Actualizar y realizar mejoras a los manuales eléctricos internos de Metro, según sea necesario. Jornada Completa Titulo Ingeniero Civil Electricidad con 3 años de experiencia posterior al título profesional. <br />Experiencia en especialidades Ferroviarias. Deseable conocimientos de Gestión de Proyectos Santiago",WFH
14881,"Analista Contable Importante empresa requiere incorporar personal para realizar tareas contables generales, como facturacion, reportes a gerencia, analisis de cuentas, y demas tareas inherentes del sector.

Requerimos ser estudiantes de carreras afines y tener manejo avanzando del Idioma Ingles y experiencia en el area realizando tareas similares 
 Jornada Completa Ingles, experiencia en la posicion  CABA",Not WFH
14882,Vendedor Vendedor area industrial Jornada Completa Buena presencia Providencia,Not WFH
14883,"Auxiliar de Farmacia (Viña del Mar) - reemplazo IST, fundadores del sistema de mutualidad en Chile, te invita a formar parte de su equipo de trabajo. Si cuentas con formación de técnico en Farmacia y si quieres ser parte de una organización orientada al cuidado de las personas envíanos tus antecedentes.<br /><br />REQUISITOS: <br />- Técnico Paramédico Farmacia ó Auxiliar Farmacia.<br />- Registro en la superintendencia de prestadores individuales de salud.<br />- Un año de Bodega Farmacia (Deseable, no excluyente)<br />- Curso 1.600 horas.<br />- Manejo de Excel.<br /><br />La búsqueda está orientada a personas amables en el trato y con disposición de colaborar Jornada Completa Técnico Paramédico Farmacia ó Auxiliar Farmacia acredite 1600 horas competencias<br />- Registro en la superintendencia de prestadores individuales de salud<br />- Un año de Bodega Farmacia (Deseable, no excluyente)<br />- Disponibilidad para trabajar períodos de reemplazo. Viña del Mar",WFH
14885,"Analista Programador ORACLE  Importante Empresa del rubro Informatico, requiere contratar Profesionales para el cargo de Analista Programador ORACLE, lo cual se requiere al menos 3 años en ORACLE PL/SQL y Forms. Empresa ofrece contrato por proyecto con  posibilidades de continuidad, horario de trabajo lunes a viernes desde las 9:00 a 18:30Hrs.   Jornada Completa Profesionales para el cargo de Analista Programador ORACLE, lo cual se requiere al menos 3 años en ORACLE PL/SQL y Forms. Providencia",WFH
14886,"[B062] PUBLICISTA ( COORDINACIÓN DE EMPRENDIMIENTO) <br><strong>Publicista (Coordinación de Emprendimiento)</strong></br><br><strong>Profesional grado 13</strong></br><br><strong>Facultad de Ingeniería</strong></br><br></br><br>El Departamento de Desarrollo de Personas, llama a participar del proceso de selección externo para proveer la función de Publicista (Coordinación de Emprendimiento), Profesional grado 13, en calidad de A Contrata, para desempeñarse en Facultad de Ingeniería por Jornada Completa.</br><br><strong>Misión:</strong></br><br>Diseñar y proponer campañas publicitarias y medios de difusión de las actividades programadas, con el objeto de promover la imagen e identidad corporativa y de la propia Unidad.</br><br></br><br><strong>Funciones principales del puesto</strong>:</br><ul><li><br>Planificar y diseñar folletos, trípticos, afiches, “mailing”, catálogos, entre otros y ejecutar comunicados e informativos que fortalezcan el vínculo de la Unidad con la Comunidad Universitaria y/o grupos de interés.</br></li><li><br>Desarrollar y difundir las actividades que aporten al posicionamiento de la Unidad a nivel Institucional, con el fin de dar a conocer la gestión que se realiza en la Unidad.</br></li><li><br>Establecer canales de comunicación uniformes al modelo que se establece en esta Unidad, a fin de regularizar y/o estandarizar la información que se publicará, en busca de la diferenciación e identificación de acuerdo a las normas establecidas para ello y a los lineamientos institucionales.</br></li><li><br>Realizar cualquier actividad de índole similar a las anteriores que su jefatura le requiera.</br></li></ul><br></br><br><strong>Objetivo Especifico:</strong></br><br>Coordinar, controlar, supervisar y ejecutar actividades orientadas al fomento de emprendimientos de base científica tecnológica, junto al seguimiento del correcto desarrollo y oportunidades de financiamiento.</br><br></br><br><strong>Funciones Específicas:</strong></br><ul><li><br>Coordinar el área de Emprendimiento del Centro de Innovación.</br></li><li><br>Coordinar los programas de fomento al emprendimiento nacional e internacional.</br></li><li><br>Fomentar la participación y retención de los equipos en las iniciativas de emprendimiento de la unidad. </br></li><li><br>Apoyar las diversas labores del área de Emprendimiento Tecnológico del Centro de Innovación.</br></li><li><br>Colaborar en labores de Marketing Tecnológico de los equipos apoyados por el área de emprendimiento.</br></li><li><br>Realizar seguimiento y apoyo de los proyectos de emprendimiento que participan en los programas.</br></li><li><br>Llevar un registro de los participantes de los programas que apoya el Centro de Innovación en temáticas de emprendimiento.</br></li><li><br>Realizar informes de desempeño a la dirección del Centro de Innovación.</br></li><li><br>Organizar actividades de promoción y difusión de una cultura de innovación y emprendimiento en la Universidad.</br></li></ul><br><br /><span style=""font-size:16px"">Si presenta alguna discapacidad que le produzca impedimento o dificultades en la ejecución del proceso de selección, favor informarlo en su postulación para adoptar las medidas pertinentes, de manera de garantizar la igualdad de condiciones a todos los postulantes que se presenten en este proceso de selección</span></br><br></br> Jornada Completa <p><strong>Requisitos del cargo según Decreto Universitario N° 1444/ 96:</strong></p><p>Título Profesional otorgado por una Universidad o Instituto Profesional reconocido por el Estado, o bien grado académico otorgado por una Universidad reconocida por el Estado.</p><p><strong>Requisitos del perfil del puesto:</strong></p><p>Deseable Título profesional otorgado por una Universidad reconocida por el Estado, en el área de Ingeniería, Administración, Publicidad, Relaciones Públicas, Diseño Gráfico o similar.</p><p>Deseable Postítulo y/o Postgrado en Innovación y Emprendimiento.</p><p><strong>Deseables cursos en:</strong></p><ul><li><p>Diseño Digital</p></li><li><p>Comunicación Estratégica</p></li><li><p>Ingles Intermedio (Escrito preferentemente)</p></li></ul><p>Deseable dos años de experiencia en funciones similares.</p><p><strong>Conocimientos Específicos:</strong></p><ul><li><p>Metodologías de emprendimiento</p></li><li><p>Comunicación Estratégica</p></li><li><p>Sistema de Gestión</p></li></ul> Avenida Libertador Bernardo O'Higgins 3363, Santiago, Estación Central, Chile",WFH
